"victim_id","incident_id","victim_type_id","victim_type_name","assignment_type_id","assignment_type_name","activity_type_id","activity_type_name","age_range_low_num","age_range_high_num","age_id","age_name","sex_code","agency_data_year"
88816984,81497286,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","F",
88851134,81534628,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
92052445,84346894,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
92052444,84346894,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
92052443,84346894,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
92052441,84346894,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
92038615,84334501,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",41,0,5,"Age in Years","M",
92038149,84335053,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
92038811,84335053,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",47,0,5,"Age in Years","F",
88796697,81480037,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
88715793,81397641,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
89603151,82090838,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89602135,82090726,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89597774,82085383,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89597777,82085383,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
97081792,88784554,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
97081795,88784554,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
89593343,82080892,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","U",
92033442,84330740,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
98677309,90186006,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",30,40,5,"Age in Years","M",
98679061,90187654,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
98655428,90167087,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",40,0,5,"Age in Years","M",
96829892,88564970,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",25,35,5,"Age in Years","M",
99457760,90874012,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",35,0,5,"Age in Years","M",
96824995,88560736,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",50,0,5,"Age in Years","M",
99455783,90871312,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",36,0,5,"Age in Years","F",
98703283,90208507,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",24,0,5,"Age in Years","M",
98703067,90208307,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
99524841,90932092,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",33,0,5,"Age in Years","M",
99527590,90936578,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
99523277,90931570,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
99523158,90930470,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
99514558,90924374,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",25,0,5,"Age in Years","M",
99521196,90929609,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",39,0,5,"Age in Years","M",
99520265,90928473,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",31,0,5,"Age in Years","M",
98696409,90203560,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
99482390,90895866,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",33,0,5,"Age in Years","M",
99474437,90889562,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",50,0,5,"Age in Years","M",
95983867,87808952,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
95983478,87809773,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",35,0,5,"Age in Years","M",
95985792,87810819,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
95978220,87804601,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",24,0,5,"Age in Years","M",
95974941,87801541,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
95443401,87331087,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",43,0,5,"Age in Years","M",
95418242,87308424,5,"Law Enforcement Officer",4,"Detective or Special Assignment (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
96860609,88592309,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
97994152,89588814,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",39,0,5,"Age in Years","M",
98698430,90204417,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
98681446,90189881,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",53,0,5,"Age in Years","M",
98044640,89632380,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
98038323,89626489,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",24,0,5,"Age in Years","M",
98029318,89619259,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
96860648,88593005,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",45,0,5,"Age in Years","M",
96015703,87836972,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",31,0,5,"Age in Years","M",
95451799,87338552,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",48,0,5,"Age in Years","M",
95434264,87321449,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",25,0,5,"Age in Years","M",
96721781,88466310,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",31,0,5,"Age in Years","F",
96049205,87868456,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",28,0,5,"Age in Years","M",
96049207,87868456,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",31,0,5,"Age in Years","M",
96037846,87857905,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",28,0,5,"Age in Years","M",
97984375,89579723,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",24,0,5,"Age in Years","M",
96860707,88591144,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",43,0,5,"Age in Years","M",
95413396,87303333,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",23,0,5,"Age in Years","M",
95412587,87303805,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
98711938,90217043,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",27,0,5,"Age in Years","M",
98719731,90223388,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",31,0,5,"Age in Years","M",
98719730,90223388,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",27,0,5,"Age in Years","M",
98719732,90223388,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",47,0,5,"Age in Years","M",
98713894,90218469,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
98713044,90217736,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",34,0,5,"Age in Years","M",
98172887,89743955,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",24,0,5,"Age in Years","M",
98172885,89743955,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",25,0,5,"Age in Years","M",
98155951,89730138,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
98156827,89730138,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
98155950,89730138,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
98134874,89711205,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",39,0,5,"Age in Years","M",
98134876,89711205,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",48,0,5,"Age in Years","M",
98129295,89707825,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",51,0,5,"Age in Years","M",
98130063,89707825,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",49,0,5,"Age in Years","M",
98127290,89706063,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
98134627,89712039,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
98066309,89651816,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",25,0,5,"Age in Years","M",
98067200,89652672,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
96840875,88574532,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",30,0,5,"Age in Years","M",
96844471,88577687,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",27,0,5,"Age in Years","M",
96844472,88577687,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",27,0,5,"Age in Years","M",
96753827,88494978,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",44,0,5,"Age in Years","M",
96076153,87892383,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
96068634,87885593,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",35,0,5,"Age in Years","M",
96068635,87885593,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",33,0,5,"Age in Years","M",
96071207,87886956,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",38,0,5,"Age in Years","U",
96071020,87886789,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",35,0,5,"Age in Years","M",
96729704,88472897,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",47,0,5,"Age in Years","M",
96060528,87877412,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",38,0,5,"Age in Years","F",
96062694,87880103,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",56,0,5,"Age in Years","M",
96055843,87874714,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
96050142,87869139,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",40,0,5,"Age in Years","M",
96050141,87869139,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
96051655,87870775,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",45,0,5,"Age in Years","M",
96054155,87873109,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",48,0,5,"Age in Years","M",
96055735,87874619,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
95503861,87384182,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",33,0,5,"Age in Years","F",
96036649,87856632,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",31,0,5,"Age in Years","M",
99488176,90900632,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",38,0,5,"Age in Years","M",
98667017,90177017,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",31,0,5,"Age in Years","F",
96832706,88566736,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",24,0,5,"Age in Years","M",
96011126,87833677,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",28,0,5,"Age in Years","M",
97983726,89578157,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",39,0,5,"Age in Years","M",
97983732,89578157,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",27,0,5,"Age in Years","M",
96474044,88244021,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",45,0,5,"Age in Years","M",
96474049,88244021,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",45,0,5,"Age in Years","M",
97084564,88787110,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",38,0,5,"Age in Years","M",
96026823,87847481,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","U",
96024077,87845845,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
95985353,87811543,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",27,0,5,"Age in Years","F",
98651793,90164077,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",34,0,5,"Age in Years","M",
98651794,90164077,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",46,0,5,"Age in Years","M",
98026381,89616116,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",30,35,5,"Age in Years","M",
98023549,89613830,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",20,30,5,"Age in Years","M",
98018974,89609600,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",31,0,5,"Age in Years","M",
98685147,90193416,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
95465937,87350827,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",36,0,5,"Age in Years","U",
97057263,88762439,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",26,0,5,"Age in Years","M",
96849759,88582278,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",34,0,5,"Age in Years","M",
96849859,88580954,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
96849858,88580954,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
99452167,90869787,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",44,0,5,"Age in Years","M",
99452169,90869787,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",30,0,5,"Age in Years","M",
96860129,88591868,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
95949399,87778033,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
95949402,87778033,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",28,0,5,"Age in Years","M",
95952918,87780824,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
